pedido_id,data,ano,mes,estado,regiao,cidade,canal,categoria,marca,produto,preco_unitario,quantidade,desconto,receita,custo,lucro,margem_pct,ano_mes,trimestre
P2403-01832,2024-03-30,2024,3,BA,Nordeste,Salvador,Loja Física,Casa Inteligente,Nexa,Nexa Plug,395.45,1,0.043,378.53,203.8,174.73,46.16,2024-03,2024Q1
P2403-01833,2024-03-14,2024,3,GO,Centro-Oeste,Aparecida de Goiânia,Parceiros B2B,TVs & Áudio,Vertex,Vertex OLED 55,3515.94,1,0.031,3406.89,1982.17,1424.72,41.82,2024-03,2024Q1
P2407-01834,2024-07-18,2024,7,RS,Sul,Pelotas,Loja Física,Casa Inteligente,Nexa,Nexa Lamp,383.46,2,0.054,725.47,310.24,415.23,57.24,2024-07,2024Q3
P2409-01835,2024-09-03,2024,9,RJ,Sudeste,Rio de Janeiro,Loja Física,Acessórios,Volt,Volt Cable Kit,173.32,1,0.043,165.91,84.27,81.64,49.21,2024-09,2024Q3
P2405-01836,2024-05-12,2024,5,MG,Sudeste,Juiz de Fora,E-commerce,TVs & Áudio,Lumina,Lumina Soundbar,2180.67,1,0.084,1998.27,1063.5,934.77,46.78,2024-05,2024Q2
P2304-01837,2023-04-20,2023,4,SC,Sul,Florianópolis,Loja Física,Gaming & Consoles,Blitz,Blitz Chair,856.94,1,0.052,812.1,491.49,320.62,39.48,2023-04,2023Q2
P2309-01838,2023-09-22,2023,9,GO,Centro-Oeste,Goiânia,E-commerce,Smartphones,Nova Mobile,Nova Max,2511.82,1,0.131,2182.21,1365.7,816.5,37.42,2023-09,2023Q3
P2411-01839,2024-11-19,2024,11,RS,Sul,Pelotas,Marketplace,Smartphones,Orion,Orion Pulse,2983.97,1,0.132,2590.78,1633.82,956.96,36.94,2024-11,2024Q4
P2307-01840,2023-07-01,2023,7,RJ,Sudeste,Volta Redonda,Loja Física,TVs & Áudio,Vertex,Vertex Beam,3855.02,1,0.018,3787.36,1912.19,1875.17,49.51,2023-07,2023Q3
P2310-01841,2023-10-15,2023,10,SC,Sul,Florianópolis,E-commerce,Gaming & Consoles,Arcade,Arcade Elite,3260.33,1,0.082,2992.78,1670.3,1322.48,44.19,2023-10,2023Q4
P2311-01842,2023-11-22,2023,11,PR,Sul,Curitiba,E-commerce,Acessórios,Volt,Volt Cable Kit,142.24,1,0.065,132.93,55.59,77.34,58.18,2023-11,2023Q4
P2311-01843,2023-11-26,2023,11,RJ,Sudeste,Rio de Janeiro,Parceiros B2B,Gaming & Consoles,Arcade,Arcade One,3773.98,2,0.0,7547.95,4011.37,3536.59,46.85,2023-11,2023Q4
P2404-01844,2024-04-08,2024,4,MG,Sudeste,Uberlândia,Marketplace,Smartphones,Nova Mobile,Nova Max,2110.05,1,0.13,1834.74,1090.73,744.01,40.55,2024-04,2024Q2
P2411-01845,2024-11-28,2024,11,PE,Nordeste,Jaboatão,E-commerce,Acessórios,Volt,Volt Charger,230.39,1,0.092,209.17,89.17,120.0,57.37,2024-11,2024Q4
P2307-01846,2023-07-13,2023,7,SP,Sudeste,São Paulo,Loja Física,Acessórios,Pulse,Pulse ANC,306.01,1,0.091,278.12,139.31,138.81,49.91,2023-07,2023Q3
P2304-01847,2023-04-15,2023,4,SP,Sudeste,Campinas,E-commerce,Notebooks,Nimbus,Nimbus Air,4057.75,1,0.125,3548.8,2132.25,1416.55,39.92,2023-04,2023Q2
P2306-01848,2023-06-12,2023,6,RJ,Sudeste,Niterói,Parceiros B2B,Gaming & Consoles,Arcade,Arcade One,3175.39,1,0.005,3159.05,1712.97,1446.07,45.78,2023-06,2023Q2
P2410-01849,2024-10-24,2024,10,DF,Centro-Oeste,Ceilândia,Marketplace,Casa Inteligente,HomeX,HomeX Hub,688.13,1,0.182,563.21,296.52,266.69,47.35,2024-10,2024Q4
P2405-01850,2024-05-04,2024,5,SC,Sul,Florianópolis,Parceiros B2B,TVs & Áudio,Lumina,Lumina Soundbar,2646.6,1,0.024,2582.44,1420.32,1162.13,45.0,2024-05,2024Q2
P2308-01851,2023-08-16,2023,8,MG,Sudeste,Belo Horizonte,Loja Física,TVs & Áudio,Vertex,Vertex OLED 55,3262.69,1,0.035,3147.35,2041.54,1105.81,35.13,2023-08,2023Q3
P2409-01852,2024-09-06,2024,9,SP,Sudeste,Santos,E-commerce,Smartphones,Orion,Orion Pulse,2435.01,3,0.063,6843.42,3909.18,2934.24,42.88,2024-09,2024Q3
P2410-01853,2024-10-07,2024,10,RJ,Sudeste,Volta Redonda,E-commerce,Smartphones,Apex,Apex Neo,3149.01,3,0.091,8588.55,3717.93,4870.62,56.71,2024-10,2024Q4
P2409-01854,2024-09-27,2024,9,RS,Sul,Caxias do Sul,Marketplace,Acessórios,Volt,Volt Cable Kit,164.83,1,0.081,151.5,79.28,72.22,47.67,2024-09,2024Q3
P2411-01855,2024-11-13,2024,11,GO,Centro-Oeste,Goiânia,E-commerce,TVs & Áudio,Vertex,Vertex OLED 65,3992.81,1,0.108,3560.96,2033.47,1527.49,42.9,2024-11,2024Q4
P2307-01856,2023-07-22,2023,7,PR,Sul,Maringá,Loja Física,Notebooks,Helix,Helix Pro 14,4151.91,2,0.005,8264.18,5203.07,3061.11,37.04,2023-07,2023Q3
P2407-01857,2024-07-24,2024,7,MG,Sudeste,Uberlândia,Parceiros B2B,Acessórios,Photon,Photon Keyboard,244.76,1,0.0,244.76,129.33,115.43,47.16,2024-07,2024Q3
P2312-01858,2023-12-09,2023,12,RS,Sul,Caxias do Sul,Marketplace,Acessórios,Pulse,Pulse Fit,306.01,1,0.1,275.55,106.74,168.81,61.26,2023-12,2023Q4
P2409-01859,2024-09-24,2024,9,RJ,Sudeste,Rio de Janeiro,Marketplace,Smartphones,Apex,Apex S10,3029.62,2,0.105,5421.12,3241.4,2179.73,40.21,2024-09,2024Q3
P2407-01860,2024-07-04,2024,7,GO,Centro-Oeste,Aparecida de Goiânia,E-commerce,Acessórios,Volt,Volt Cable Kit,177.45,1,0.087,162.1,81.58,80.51,49.67,2024-07,2024Q3
P2408-01861,2024-08-08,2024,8,GO,Centro-Oeste,Goiânia,Marketplace,Acessórios,Pulse,Pulse Buds,319.05,1,0.122,280.0,143.09,136.91,48.9,2024-08,2024Q3
P2405-01862,2024-05-11,2024,5,BA,Nordeste,Salvador,E-commerce,TVs & Áudio,Vertex,Vertex OLED 55,3527.13,2,0.121,6197.84,3768.09,2429.75,39.2,2024-05,2024Q2
P2305-01863,2023-05-28,2023,5,SP,Sudeste,São Paulo,E-commerce,TVs & Áudio,Vertex,Vertex OLED 55,3957.24,2,0.117,6990.2,4178.86,2811.35,40.22,2023-05,2023Q2
P2402-01864,2024-02-11,2024,2,RJ,Sudeste,Volta Redonda,E-commerce,Notebooks,Helix,Helix Pro 16,5179.25,1,0.075,4793.3,3182.2,1611.1,33.61,2024-02,2024Q1
P2412-01865,2024-12-23,2024,12,BA,Nordeste,Feira de Santana,Parceiros B2B,Casa Inteligente,HomeX,HomeX Cam,722.36,1,0.011,714.35,312.51,401.84,56.25,2024-12,2024Q4
P2411-01866,2024-11-25,2024,11,PR,Sul,Maringá,Marketplace,Smartphones,Orion,Orion Horizon,3045.09,2,0.118,5368.65,2919.37,2449.28,45.62,2024-11,2024Q4
P2302-01867,2023-02-09,2023,2,PR,Sul,Maringá,Parceiros B2B,Gaming & Consoles,Arcade,Arcade Elite,2975.34,3,0.065,8343.9,4647.55,3696.35,44.3,2023-02,2023Q1
P2305-01868,2023-05-18,2023,5,SC,Sul,Florianópolis,E-commerce,Notebooks,Helix,Helix Pro 14,4595.92,1,0.048,4373.23,2322.67,2050.55,46.89,2023-05,2023Q2
P2304-01869,2023-04-23,2023,4,BA,Nordeste,Salvador,Marketplace,Notebooks,Nimbus,Nimbus Air,3776.48,1,0.087,3448.52,1960.11,1488.4,43.16,2023-04,2023Q2
P2407-01870,2024-07-02,2024,7,MG,Sudeste,Juiz de Fora,Marketplace,Casa Inteligente,Nexa,Nexa Lamp,381.12,1,0.172,315.71,165.11,150.6,47.7,2024-07,2024Q3
P2409-01871,2024-09-07,2024,9,SP,Sudeste,Santos,E-commerce,Casa Inteligente,HomeX,HomeX Cam,591.77,2,0.093,1074.0,575.47,498.54,46.42,2024-09,2024Q3
P2306-01872,2023-06-23,2023,6,SP,Sudeste,Santos,Parceiros B2B,Smartphones,Orion,Orion Pulse,2910.45,1,0.0,2910.45,1534.34,1376.1,47.28,2023-06,2023Q2
P2401-01873,2024-01-06,2024,1,RS,Sul,Caxias do Sul,E-commerce,Smartphones,Apex,Apex Neo,3160.96,2,0.09,5753.65,3471.52,2282.13,39.66,2024-01,2024Q1
P2409-01874,2024-09-23,2024,9,RJ,Sudeste,Niterói,Loja Física,Acessórios,Pulse,Pulse Fit,368.75,1,0.031,357.21,173.66,183.55,51.38,2024-09,2024Q3
P2407-01875,2024-07-07,2024,7,MG,Sudeste,Juiz de Fora,E-commerce,Notebooks,Nimbus,Nimbus Studio,4267.3,1,0.107,3809.55,2154.83,1654.72,43.44,2024-07,2024Q3
P2402-01876,2024-02-09,2024,2,DF,Centro-Oeste,Brasília,E-commerce,Notebooks,Helix,Helix Pro 14,3258.5,1,0.06,3062.13,1935.36,1126.77,36.8,2024-02,2024Q1
P2403-01877,2024-03-21,2024,3,SP,Sudeste,São José dos Campos,E-commerce,Smartphones,Apex,Apex Neo,3229.23,1,0.092,2931.55,1728.1,1203.45,41.05,2024-03,2024Q1
P2401-01878,2024-01-09,2024,1,SP,Sudeste,São Paulo,E-commerce,Gaming & Consoles,Blitz,Blitz Chair,680.17,1,0.108,606.69,338.76,267.93,44.16,2024-01,2024Q1
P2308-01879,2023-08-24,2023,8,GO,Centro-Oeste,Goiânia,Loja Física,Notebooks,Helix,Helix Pro 14,4841.55,1,0.048,4608.63,2740.14,1868.49,40.54,2023-08,2023Q3
P2402-01880,2024-02-29,2024,2,GO,Centro-Oeste,Aparecida de Goiânia,E-commerce,Notebooks,Nimbus,Nimbus Studio,4993.48,1,0.101,4488.97,2398.72,2090.24,46.56,2024-02,2024Q1
P2406-01881,2024-06-05,2024,6,SP,Sudeste,Santos,E-commerce,Acessórios,Pulse,Pulse Buds,325.51,1,0.056,307.41,154.54,152.87,49.73,2024-06,2024Q2
P2410-01882,2024-10-15,2024,10,PE,Nordeste,Olinda,Loja Física,Acessórios,Photon,Photon Keyboard,275.85,1,0.025,269.08,136.58,132.51,49.24,2024-10,2024Q4
P2404-01883,2024-04-26,2024,4,SP,Sudeste,São José dos Campos,Marketplace,Casa Inteligente,Nexa,Nexa Thermo,376.7,1,0.111,334.95,170.08,164.88,49.22,2024-04,2024Q2
P2407-01884,2024-07-28,2024,7,DF,Centro-Oeste,Brasília,E-commerce,Gaming & Consoles,Blitz,Blitz Pad,933.01,1,0.101,838.86,440.1,398.76,47.54,2024-07,2024Q3
P2305-01885,2023-05-15,2023,5,RJ,Sudeste,Rio de Janeiro,E-commerce,Smartphones,Apex,Apex Neo,3196.96,1,0.12,2814.84,1575.67,1239.17,44.02,2023-05,2023Q2
P2312-01886,2023-12-10,2023,12,RS,Sul,Caxias do Sul,Loja Física,TVs & Áudio,Lumina,Lumina Vision 50,2679.38,1,0.003,2670.28,1682.92,987.36,36.98,2023-12,2023Q4
P2301-01887,2023-01-09,2023,1,SP,Sudeste,Campinas,E-commerce,TVs & Áudio,Vertex,Vertex OLED 65,2949.72,1,0.092,2678.21,1739.12,939.09,35.06,2023-01,2023Q1
P2307-01888,2023-07-18,2023,7,MG,Sudeste,Juiz de Fora,E-commerce,Casa Inteligente,Nexa,Nexa Plug,383.18,2,0.143,656.53,307.75,348.77,53.12,2023-07,2023Q3
P2407-01889,2024-07-02,2024,7,MG,Sudeste,Belo Horizonte,E-commerce,Casa Inteligente,HomeX,HomeX Hub,762.33,2,0.091,1386.56,707.2,679.36,49.0,2024-07,2024Q3
P2412-01890,2024-12-27,2024,12,GO,Centro-Oeste,Anápolis,E-commerce,Acessórios,Photon,Photon Mouse,199.72,3,0.088,546.44,256.91,289.53,52.98,2024-12,2024Q4
P2303-01891,2023-03-28,2023,3,SP,Sudeste,São Paulo,E-commerce,TVs & Áudio,Vertex,Vertex Beam,3243.26,1,0.103,2909.91,1743.4,1166.5,40.09,2023-03,2023Q1
P2311-01892,2023-11-03,2023,11,SP,Sudeste,São Paulo,Parceiros B2B,Gaming & Consoles,Arcade,Arcade One,3586.98,1,0.034,3466.33,1975.35,1490.98,43.01,2023-11,2023Q4
P2408-01893,2024-08-26,2024,8,PE,Nordeste,Olinda,E-commerce,Smartphones,Apex,Apex Neo,3260.27,1,0.087,2976.32,1805.44,1170.88,39.34,2024-08,2024Q3
P2306-01894,2023-06-16,2023,6,MG,Sudeste,Uberlândia,E-commerce,Casa Inteligente,HomeX,HomeX Cam,705.46,1,0.107,630.32,310.1,320.22,50.8,2023-06,2023Q2
P2402-01895,2024-02-20,2024,2,SP,Sudeste,São Paulo,E-commerce,Acessórios,Photon,Photon Keyboard,216.31,1,0.13,188.18,97.64,90.55,48.12,2024-02,2024Q1
P2407-01896,2024-07-07,2024,7,MG,Sudeste,Juiz de Fora,E-commerce,Smartphones,Orion,Orion Horizon,2193.72,1,0.084,2008.42,1012.74,995.69,49.58,2024-07,2024Q3
P2404-01897,2024-04-10,2024,4,GO,Centro-Oeste,Aparecida de Goiânia,E-commerce,TVs & Áudio,Vertex,Vertex OLED 55,3795.81,1,0.065,3548.88,1859.49,1689.39,47.6,2024-04,2024Q2
P2306-01898,2023-06-05,2023,6,RJ,Sudeste,Volta Redonda,Marketplace,Casa Inteligente,Nexa,Nexa Lamp,431.83,1,0.148,367.78,177.03,190.74,51.86,2023-06,2023Q2
P2310-01899,2023-10-03,2023,10,SP,Sudeste,São Paulo,E-commerce,Smartphones,Nova Mobile,Nova One,2099.92,1,0.101,1887.39,1102.58,784.82,41.58,2023-10,2023Q4
P2408-01900,2024-08-14,2024,8,PE,Nordeste,Recife,Marketplace,TVs & Áudio,Lumina,Lumina Soundbar,2572.04,1,0.129,2239.89,1396.58,843.31,37.65,2024-08,2024Q3
P2402-01901,2024-02-19,2024,2,RJ,Sudeste,Niterói,Parceiros B2B,Gaming & Consoles,Blitz,Blitz Headset,1084.65,2,0.066,2025.48,1296.21,729.27,36.01,2024-02,2024Q1
P2301-01902,2023-01-05,2023,1,SP,Sudeste,Campinas,Loja Física,Gaming & Consoles,Blitz,Blitz Headset,994.45,1,0.02,974.72,547.45,427.27,43.84,2023-01,2023Q1
P2407-01903,2024-07-28,2024,7,SP,Sudeste,Santos,E-commerce,Gaming & Consoles,Blitz,Blitz Chair,567.08,5,0.092,2574.44,1660.63,913.81,35.5,2024-07,2024Q3
P2302-01904,2023-02-02,2023,2,SC,Sul,Joinville,E-commerce,Casa Inteligente,Nexa,Nexa Thermo,445.46,1,0.092,404.6,225.04,179.56,44.38,2023-02,2023Q1
P2407-01905,2024-07-17,2024,7,BA,Nordeste,Salvador,Loja Física,TVs & Áudio,Vertex,Vertex Beam,3131.89,1,0.081,2877.73,1838.69,1039.04,36.11,2024-07,2024Q3
P2306-01906,2023-06-15,2023,6,SP,Sudeste,São José dos Campos,E-commerce,Acessórios,Pulse,Pulse Buds,388.1,2,0.064,726.31,390.8,335.51,46.19,2023-06,2023Q2
P2412-01907,2024-12-07,2024,12,MG,Sudeste,Juiz de Fora,E-commerce,Notebooks,Helix,Helix Pro 14,3440.93,1,0.067,3208.78,1770.91,1437.87,44.81,2024-12,2024Q4
P2310-01908,2023-10-12,2023,10,SC,Sul,Florianópolis,E-commerce,Notebooks,Nimbus,Nimbus Go,4556.7,1,0.099,4104.39,2484.26,1620.13,39.47,2023-10,2023Q4
P2309-01909,2023-09-14,2023,9,MG,Sudeste,Juiz de Fora,E-commerce,Smartphones,Nova Mobile,Nova One,2314.05,1,0.085,2117.1,1119.93,997.17,47.1,2023-09,2023Q3
P2305-01910,2023-05-06,2023,5,RS,Sul,Porto Alegre,E-commerce,TVs & Áudio,Lumina,Lumina Vision 50,2193.96,1,0.098,1978.98,1062.66,916.32,46.3,2023-05,2023Q2
P2308-01911,2023-08-30,2023,8,SP,Sudeste,Santos,Loja Física,Notebooks,Nimbus,Nimbus Studio,3524.27,1,0.0,3524.27,1889.53,1634.73,46.39,2023-08,2023Q3
P2410-01912,2024-10-17,2024,10,DF,Centro-Oeste,Taguatinga,E-commerce,Acessórios,Volt,Volt Power Hub,175.46,1,0.083,160.88,79.27,81.6,50.72,2024-10,2024Q4
P2412-01913,2024-12-29,2024,12,SP,Sudeste,São José dos Campos,E-commerce,Gaming & Consoles,Blitz,Blitz Chair,1080.58,1,0.095,978.02,527.79,450.23,46.03,2024-12,2024Q4
P2310-01914,2023-10-12,2023,10,SP,Sudeste,São José dos Campos,Loja Física,Gaming & Consoles,Arcade,Arcade One,3108.6,1,0.0,3108.6,2012.75,1095.85,35.25,2023-10,2023Q4
P2312-01915,2023-12-02,2023,12,BA,Nordeste,Salvador,Marketplace,TVs & Áudio,Vertex,Vertex OLED 65,3911.14,2,0.126,6839.57,4085.08,2754.49,40.27,2023-12,2023Q4
P2406-01916,2024-06-29,2024,6,SP,Sudeste,São Paulo,Loja Física,Acessórios,Volt,Volt Charger,158.23,1,0.022,154.69,89.07,65.62,42.42,2024-06,2024Q2
P2410-01917,2024-10-24,2024,10,SP,Sudeste,São José dos Campos,Parceiros B2B,Gaming & Consoles,Arcade,Arcade Elite,2597.03,1,0.067,2423.11,1502.8,920.31,37.98,2024-10,2024Q4
P2403-01918,2024-03-23,2024,3,DF,Centro-Oeste,Taguatinga,Parceiros B2B,TVs & Áudio,Vertex,Vertex Beam,3630.62,1,0.071,3372.83,2009.05,1363.78,40.43,2024-03,2024Q1
P2310-01919,2023-10-27,2023,10,PE,Nordeste,Recife,E-commerce,Acessórios,Volt,Volt Power Hub,160.76,1,0.082,147.63,84.72,62.92,42.62,2023-10,2023Q4
P2311-01920,2023-11-10,2023,11,SP,Sudeste,São José dos Campos,Marketplace,Notebooks,Helix,Helix Pro 16,4563.57,2,0.131,7931.64,5059.89,2871.75,36.21,2023-11,2023Q4
P2406-01921,2024-06-10,2024,6,PR,Sul,Curitiba,Loja Física,Notebooks,Nimbus,Nimbus Air,3591.78,2,0.009,7116.41,3441.28,3675.13,51.64,2024-06,2024Q2
P2301-01922,2023-01-03,2023,1,MG,Sudeste,Juiz de Fora,Loja Física,Acessórios,Photon,Photon Mouse,260.97,1,0.125,228.46,115.79,112.68,49.32,2023-01,2023Q1
P2404-01923,2024-04-13,2024,4,DF,Centro-Oeste,Taguatinga,Marketplace,Gaming & Consoles,Arcade,Arcade Elite,3338.97,1,0.073,3094.13,1910.8,1183.33,38.24,2024-04,2024Q2
P2310-01924,2023-10-04,2023,10,RJ,Sudeste,Rio de Janeiro,Loja Física,Smartphones,Apex,Apex S10,2396.82,2,0.068,4467.88,2756.36,1711.52,38.31,2023-10,2023Q4
P2408-01925,2024-08-22,2024,8,RJ,Sudeste,Rio de Janeiro,Marketplace,Smartphones,Apex,Apex S10 Pro,2880.02,2,0.152,4886.59,3037.82,1848.77,37.83,2024-08,2024Q3
P2303-01926,2023-03-23,2023,3,MG,Sudeste,Belo Horizonte,Marketplace,Smartphones,Nova Mobile,Nova Max,2234.68,1,0.123,1959.22,961.09,998.13,50.95,2023-03,2023Q1
P2403-01927,2024-03-19,2024,3,RJ,Sudeste,Volta Redonda,E-commerce,Casa Inteligente,HomeX,HomeX Hub,591.66,1,0.026,576.0,290.17,285.83,49.62,2024-03,2024Q1
P2312-01928,2023-12-21,2023,12,RJ,Sudeste,Rio de Janeiro,Parceiros B2B,TVs & Áudio,Vertex,Vertex Beam,4100.19,1,0.014,4043.26,2045.12,1998.14,49.42,2023-12,2023Q4
P2405-01929,2024-05-01,2024,5,RJ,Sudeste,Volta Redonda,E-commerce,Notebooks,Helix,Helix Flex,5045.69,1,0.083,4625.8,2553.18,2072.62,44.81,2024-05,2024Q2
P2303-01930,2023-03-01,2023,3,RJ,Sudeste,Volta Redonda,E-commerce,Smartphones,Apex,Apex S10 Pro,2617.14,1,0.119,2306.89,1283.33,1023.55,44.37,2023-03,2023Q1
P2403-01931,2024-03-12,2024,3,RJ,Sudeste,Rio de Janeiro,Marketplace,Gaming & Consoles,Blitz,Blitz Chair,902.38,1,0.049,858.46,530.88,327.58,38.16,2024-03,2024Q1
P2402-01932,2024-02-26,2024,2,RS,Sul,Porto Alegre,E-commerce,TVs & Áudio,Vertex,Vertex Beam,3193.56,1,0.12,2809.42,1597.05,1212.36,43.15,2024-02,2024Q1
P2402-01933,2024-02-25,2024,2,RJ,Sudeste,Rio de Janeiro,E-commerce,Casa Inteligente,Nexa,Nexa Thermo,443.84,1,0.071,412.55,225.95,186.59,45.23,2024-02,2024Q1
P2403-01934,2024-03-31,2024,3,RJ,Sudeste,Volta Redonda,Parceiros B2B,Acessórios,Pulse,Pulse Buds,330.66,2,0.073,612.82,324.17,288.65,47.1,2024-03,2024Q1
P2405-01935,2024-05-27,2024,5,MG,Sudeste,Uberlândia,E-commerce,Gaming & Consoles,Blitz,Blitz Headset,1068.33,1,0.014,1053.17,643.97,409.2,38.85,2024-05,2024Q2
P2408-01936,2024-08-29,2024,8,MG,Sudeste,Juiz de Fora,E-commerce,Acessórios,Volt,Volt Charger,144.81,1,0.081,133.08,76.76,56.32,42.32,2024-08,2024Q3
P2308-01937,2023-08-04,2023,8,SP,Sudeste,Santos,Loja Física,Smartphones,Nova Mobile,Nova Air,2792.14,1,0.052,2646.3,1646.97,999.33,37.76,2023-08,2023Q3
P2409-01938,2024-09-12,2024,9,SC,Sul,Blumenau,Marketplace,Notebooks,Helix,Helix Flex,4316.48,1,0.099,3887.48,2271.33,1616.15,41.57,2024-09,2024Q3
P2312-01939,2023-12-31,2023,12,PE,Nordeste,Jaboatão,Parceiros B2B,Smartphones,Apex,Apex S10,3624.31,1,0.031,3513.49,2189.78,1323.71,37.68,2023-12,2023Q4
P2303-01940,2023-03-10,2023,3,RS,Sul,Porto Alegre,Marketplace,Casa Inteligente,Nexa,Nexa Lamp,384.91,1,0.131,334.53,191.88,142.65,42.64,2023-03,2023Q1
P2302-01941,2023-02-23,2023,2,SP,Sudeste,São Paulo,Loja Física,Gaming & Consoles,Arcade,Arcade Elite,3548.49,2,0.083,6510.01,3654.78,2855.23,43.86,2023-02,2023Q1
P2309-01942,2023-09-19,2023,9,BA,Nordeste,Salvador,Marketplace,Gaming & Consoles,Blitz,Blitz Pad,724.49,1,0.164,605.68,334.66,271.02,44.75,2023-09,2023Q3
P2408-01943,2024-08-15,2024,8,SC,Sul,Blumenau,Loja Física,Gaming & Consoles,Arcade,Arcade One,2872.84,2,0.059,5407.35,3380.99,2026.35,37.47,2024-08,2024Q3
P2406-01944,2024-06-18,2024,6,SP,Sudeste,Campinas,Loja Física,Acessórios,Pulse,Pulse Buds,369.22,1,0.029,358.36,152.5,205.86,57.44,2024-06,2024Q2
P2408-01945,2024-08-17,2024,8,RJ,Sudeste,Volta Redonda,E-commerce,Smartphones,Apex,Apex Neo,2754.51,2,0.057,5192.4,3253.49,1938.91,37.34,2024-08,2024Q3
P2401-01946,2024-01-17,2024,1,SP,Sudeste,São Paulo,E-commerce,TVs & Áudio,Lumina,Lumina Soundbar,2966.55,1,0.045,2833.94,1732.83,1101.12,38.85,2024-01,2024Q1
P2311-01947,2023-11-27,2023,11,SP,Sudeste,São José dos Campos,E-commerce,Smartphones,Orion,Orion Horizon,2590.76,1,0.048,2465.21,1288.62,1176.59,47.73,2023-11,2023Q4
P2305-01948,2023-05-05,2023,5,SP,Sudeste,Campinas,E-commerce,Acessórios,Volt,Volt Charger,199.44,2,0.071,370.74,144.22,226.52,61.1,2023-05,2023Q2
P2309-01949,2023-09-15,2023,9,BA,Nordeste,Vitória da Conquista,Marketplace,Casa Inteligente,Nexa,Nexa Thermo,467.71,1,0.135,404.74,157.94,246.8,60.98,2023-09,2023Q3
P2311-01950,2023-11-23,2023,11,SP,Sudeste,Campinas,E-commerce,Smartphones,Nova Mobile,Nova One,2304.03,2,0.066,4302.09,2992.55,1309.55,30.44,2023-11,2023Q4
P2303-01951,2023-03-20,2023,3,SP,Sudeste,São José dos Campos,Loja Física,Casa Inteligente,HomeX,HomeX Cam,595.12,2,0.072,1104.22,527.62,576.59,52.22,2023-03,2023Q1
P2306-01952,2023-06-28,2023,6,RJ,Sudeste,Volta Redonda,Marketplace,Casa Inteligente,Nexa,Nexa Plug,488.93,4,0.155,1651.92,717.54,934.38,56.56,2023-06,2023Q2
P2403-01953,2024-03-27,2024,3,RJ,Sudeste,Niterói,E-commerce,Smartphones,Apex,Apex S10 Pro,3479.98,1,0.105,3115.73,1924.6,1191.14,38.23,2024-03,2024Q1
P2407-01954,2024-07-09,2024,7,SP,Sudeste,São Paulo,E-commerce,Smartphones,Orion,Orion Horizon,3042.94,1,0.077,2807.95,1366.21,1441.74,51.34,2024-07,2024Q3
P2412-01955,2024-12-31,2024,12,PR,Sul,Londrina,E-commerce,Gaming & Consoles,Blitz,Blitz Pad,892.19,1,0.05,847.35,448.94,398.41,47.02,2024-12,2024Q4
P2411-01956,2024-11-22,2024,11,DF,Centro-Oeste,Brasília,Marketplace,Gaming & Consoles,Blitz,Blitz Headset,851.52,1,0.039,818.59,503.44,315.15,38.5,2024-11,2024Q4
P2405-01957,2024-05-01,2024,5,DF,Centro-Oeste,Ceilândia,E-commerce,Casa Inteligente,HomeX,HomeX Cam,823.19,2,0.098,1484.72,700.77,783.95,52.8,2024-05,2024Q2
P2311-01958,2023-11-15,2023,11,PR,Sul,Maringá,Marketplace,TVs & Áudio,Lumina,Lumina Vision 65,2146.44,4,0.104,7693.6,4441.23,3252.37,42.27,2023-11,2023Q4
P2404-01959,2024-04-26,2024,4,SC,Sul,Blumenau,E-commerce,Gaming & Consoles,Arcade,Arcade Elite,3038.34,1,0.083,2787.07,1264.74,1522.33,54.62,2024-04,2024Q2
P2408-01960,2024-08-15,2024,8,RJ,Sudeste,Niterói,E-commerce,Gaming & Consoles,Blitz,Blitz Headset,846.51,1,0.102,760.54,437.27,323.28,42.51,2024-08,2024Q3
P2304-01961,2023-04-12,2023,4,PR,Sul,Maringá,E-commerce,Gaming & Consoles,Blitz,Blitz Pad,1105.29,2,0.09,2011.13,1124.6,886.53,44.08,2023-04,2023Q2
P2311-01962,2023-11-08,2023,11,RJ,Sudeste,Rio de Janeiro,Parceiros B2B,Notebooks,Nimbus,Nimbus Air,3552.01,1,0.031,3441.2,1799.27,1641.93,47.71,2023-11,2023Q4
P2409-01963,2024-09-22,2024,9,SP,Sudeste,São Paulo,Loja Física,TVs & Áudio,Lumina,Lumina Soundbar,2179.14,4,0.0,8716.57,5118.12,3598.45,41.28,2024-09,2024Q3
P2310-01964,2023-10-22,2023,10,MG,Sudeste,Belo Horizonte,Loja Física,Notebooks,Helix,Helix Flex,3591.97,1,0.059,3380.02,1625.9,1754.12,51.9,2023-10,2023Q4
P2403-01965,2024-03-06,2024,3,SP,Sudeste,São Paulo,Parceiros B2B,Gaming & Consoles,Blitz,Blitz Headset,885.18,1,0.047,843.66,445.47,398.19,47.2,2024-03,2024Q1
P2403-01966,2024-03-19,2024,3,SP,Sudeste,São José dos Campos,E-commerce,Smartphones,Orion,Orion Pulse,2689.73,1,0.061,2525.93,1486.99,1038.94,41.13,2024-03,2024Q1
P2306-01967,2023-06-02,2023,6,SC,Sul,Florianópolis,Marketplace,Smartphones,Nova Mobile,Nova Max,2936.92,1,0.088,2679.39,1722.01,957.37,35.73,2023-06,2023Q2
